filename,公司全称,公司简称,公司代码,公告名称,落款日期,业绩分类,审计机构,签字会计师,审计意见,"审计费用（万元）/
会计师事务所报酬",营业收入（单位：元）-本期数据,营业收入（单位：元）-上期数据,营业收入（单位：元）-同比变动比例（%）,"归属于上市公司股东的净利润
（单位：元）-本期数据","归属于上市公司股东的净利润
（单位：元）-上期数据","归属于上市公司股东的净利润
（单位：元）-同比变动比例（%）",归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-本期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-上期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-同比变动比例（%）,"总资产/资产总额
（单位：元）-本期数据","总资产/资产总额
（单位：元）-上期数据","总资产/资产总额
（单位：元）-同比变动比例（%）","归属于上市公司股东的净资产
（单位：元）-本期数据","归属于上市公司股东的净资产
（单位：元）-上期数据","归属于上市公司股东的净资产
（单位：元）-同比变动比例（%）",经营活动产生的现金流量净额-本期数据,经营活动产生的现金流量净额-上期数据,经营活动产生的现金流量净额-同比变动比例（%）,基本每股收益（元／股）-本期数据,基本每股收益（元／股）-上期数据,基本每股收益（元／股）-同比变动比例（%）,加权平均净资产收益率（%）-本期数据,加权平均净资产收益率（%）-上期数据,加权平均净资产收益率（%）-同比变动比例（%）,资产负债率,目录,利润分配预案/利润分配方案,语言,精排,篇幅页码,字数,净利润（本期数据）,净利润（上期数据）,本期数据,上期数据,同比变动比例（%）,负债合计（本期数据）,负债和所有者权益（或股东权益）总计（本期数据）,董事会决议通过的本报告期利润分配预案或公积金转增股本预案,经本次董事会审议通过的利润分配预案为：,年度利润分配方案如下：
146005743_2025-10-23_2025年第三季度报告.pdf,上海移远通信技术股份有限公司,移远通信,603236,上海移远通信技术股份有限公司2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,17876802028.53,13245900486.06,34.96,733474744.34,356658200.80,105.65,694488466.70,3143533.78,113.27,14650437037.79,12980186345.52,12.87,4522593699.03,4036864182.54,12.03,-800229141.73,306786256.32,-360.84,2.80,1.36,105.88,16.69,未找到,未找到,68.61%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9816,727116066.33,347000885.94,未找到,未找到,未找到,10152777171.65,14650437037.79,未找到,未找到,未找到
146005750_2025-10-23_2025年第三季度报告.pdf,昆山东威科技股份有限公司,东威科技,688700,昆山东威科技股份有限公司2025年第三季度报告,2025-10-24,同比增长,未找到,未找到,未找到,未找到,756942876.84,579677291.04,30.58,85367265.86,68401354.32,24.80,81553207.83,60000000.00,38.10,3145179434.86,2717987693.16,15.72,1795651636.29,1733625561.91,3.58,78480886.43,-7499257.68,未找到,0.29,0.23,26.09,4.84,4.00,增加0.89个百分点,42.91%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,17,13485,85367265.86,68401354.32,未找到,未找到,未找到,1349527798.57,3145179434.86,未找到,未找到,未找到
146005753_2025-10-23_镇海石化工程股份有限公司2025年第三季度报告.pdf,镇海石化工程股份有限公司,镇海股份,603637,镇海石化工程股份有限公司2025年第三季度报告,2025-10-22,同比下降,未找到,未找到,未找到,未找到,295064505.93,327687182.35,-9.96,51687727.14,56183223.54,-8.00,47121435.54,42555138.54,11.26,1341496784.18,1379959421.43,-2.79,1031296592.80,1027346041.06,0.38,122144573.10,-17334246.78,未找到,0.22,0.24,-8.33,5.01,5.78,减少0.77个百分点,23.19%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,16,12283,51687727.14,56183223.54,未找到,未找到,未找到,310200191.38,1341496784.18,未找到,未找到,未找到
146005792_2025-10-23_巨化股份2025年第三季度报告.pdf,浙江巨化股份有限公司,巨化股份,600160,浙江巨化股份有限公司2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,20393824651.95,17906425123.36,13.89,3248112323.66,1248221706.37,160.22,3199130774.76,1184274571.43,170.13,34249459234.57,28523635760.99,20.07,20434562874.26,17849099632.52,14.49,3627605699.16,786029902.98,361.51,1.203,0.462,160.39,16.87,7.51,增加9.36个百分点,32.97%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,10599,3623403550.23,1376978256.73,未找到,未找到,未找到,11291549998.83,34249459234.57,未找到,未找到,未找到
146005800_2025-10-23_西安爱科赛博电气股份有限公司2025年第三季度报告.pdf,西安爱科赛博电气股份有限公司,爱科赛博,688719,西安爱科赛博电气股份有限公司2025年第三季度报告,2025-10-22,亏损,未找到,未找到,未找到,未找到,584677596.28,594468381.97,-1.65,-44624713.28,35193351.82,-226.80,-51104252.75,17112220.73,-297.69,2337811949.75,2374360359.46,-1.54,1695671006.42,1783194601.64,-4.91,-42043411.82,-33817301.04,未找到,-0.40,0.31,-229.03,-2.60,2.04,减少4.54个百分点,27.47%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,13,9575,-44624713.28,35193351.82,未找到,未找到,未找到,642140943.33,2337811949.75,未找到,未找到,未找到
146005924_2025-10-23_欧科亿2025年第三季度报告.pdf,株洲欧科亿数控精密刀具股份有限公司,欧科亿,688308,株洲欧科亿数控精密刀具股份有限公司2025年第三季度报告,2025-10-23,同比下降,未找到,未找到,未找到,未找到,419817819.00,未找到,33.00,50350503.06,未找到,69.31,46126062.79,未找到,115.31,3838462110.07,3959655725.47,-3.06,2578413546.09,2548169494.65,1.19,不适用,不适用,不适用,0.32,未找到,68.42,1.94,未找到,增加0.82个百分点,32.84%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9381,48140353.72,89471390.93,未找到,未找到,未找到,1260345485.48,3838462110.07,未找到,未找到,未找到
146005980_2025-10-23_杭州华旺新材料科技股份有限公司2025年第三季度报告.pdf,杭州华旺新材料科技股份有限公司,华旺科技,605377,杭州华旺新材料科技股份有限公司2025年第三季度报告,2025-10-23,同比下降,未找到,未找到,未找到,未找到,"798,608,085.59",未找到,-11.71,"50,757,155.29",未找到,-52.28,"50,095,359.58",未找到,-49.91,"5,454,912,084.27","6,095,311,026.96",-10.51,"3,840,175,201.85","3,964,206,797.47",-3.13,不适用,不适用,未找到,0.09,未找到,-52.63,1.29,未找到,减少1.34个百分点,29.52%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9257,"206,457,150.21","408,290,744.07",未找到,未找到,未找到,"1,614,736,882.42","5,454,912,084.27",未找到,未找到,未找到
146005981_2025-10-23_哈尔滨威帝电子股份有限公司2025年第三季度报告.pdf,哈尔滨威帝电子股份有限公司,威帝股份,603023,哈尔滨威帝电子股份有限公司2025年第三季度报告,2025-10-24,亏损,未找到,未找到,未找到,未找到,"36,365,469.01",未找到,238.17,"153,744.17",未找到,未适用,"-22,423.76",未找到,未适用,"917,546,225.80","885,127,023.62",3.66,"769,871,222.70","770,493,703.75",-0.08,未适用,未适用,未适用,0.0003,未找到,未适用,0.02,未找到,未适用,14.75%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,17,12850,"-776,729.71","3,548,311.76",未找到,未找到,未找到,"135,238,949.23","917,546,225.80",未找到,未找到,未找到
146005995_2025-10-23_2025年第三季度报告.pdf,张家港广大特材股份有限公司,广大特材,688186,张家港广大特材股份有限公司2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,3774808677.93,2959333446.65,27.56,248766618.33,79314074.62,213.65,239940357.41,未找到,452.92,14081153471.00,11463661602.87,22.83,4784967601.43,3627380911.00,31.91,-390910606.63,-654206398.11,未找到,1.09,0.37,194.59,6.24,未找到,增加4.02个百分点,63.13%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,13,10060,286549140.76,97423899.07,未找到,未找到,未找到,8889812985.97,14081153471.00,未找到,未找到,未找到
146006000_2025-10-23_北方导航2025年第三季度报告.pdf,北方导航控制技术股份有限公司,北方导航,600435,北方导航控制技术股份有限公司2025年第三季度报告,2025-10-24,扭亏为盈,未找到,未找到,未找到,未找到,"765,494,659.19",未找到,52.12,"8,298,880.28",未找到,"1,681.27","5,463,710.27",未找到,未找到,"8,036,107,462.97","7,768,118,163.77",3.45,"2,915,094,393.48","2,769,527,349.03",5.26,未找到,未找到,未找到,0.005,未找到,"1,566.67",0.30,未找到,增加0.28个百分点,54.50%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9671,"111,495,913.96","-76,191,961.04",未找到,未找到,未找到,"4,387,671,570.76","8,036,107,462.97",未找到,未找到,未找到
146006069_2025-10-23_宁夏宝丰能源集团股份有限公司2025年第三季度报告.pdf,宁夏宝丰能源集团股份有限公司,宝丰能源,600989,宁夏宝丰能源集团股份有限公司2025年第三季度报告,2025-10-24,同比增长,未找到,未找到,未找到,未找到,12725335447.14,未找到,72.49,3232261154.84,未找到,162.34,3392107448.97,未找到,144.03,90286181659.86,89566217563.17,0.80,45955051978.98,43006220908.20,6.86,5591983308.37,未找到,242.19,0.44,未找到,158.82,6.93,未找到,增加3.88个百分点,49.10%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;需提醒投资者关注的关于公司报告期经营情况的其他重要信息;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,10,8124,8949887030.72,4536790404.80,未找到,未找到,未找到,44331129680.88,90286181659.86,未找到,未找到,未找到
146006073_2025-10-23_北京热景生物技术股份有限公司2025年第三季度报告.pdf,北京热景生物技术股份有限公司,热景生物,688068,北京热景生物技术股份有限公司2025年第三季度报告,2025-10-24,亏损,未找到,未找到,未找到,未找到,105795807.88,未找到,-22.98,-24961647.91,未找到,-982.28,-58215023.10,未找到,135.42,3207759015.73,3325861626.00,-3.55,2932754189.47,3075526738.85,-4.64,1246014.51,-9574988.56,-113.01,-0.27,未找到,-997.50,-0.85,未找到,减少0.94个百分点,8.68%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,14,9758,-110481611.50,-42681396.61,未找到,未找到,未找到,278246162.04,3207759015.73,未找到,未找到,未找到
146006157_2025-10-23_五矿新能源材料（湖南）股份有限公司2025年第三季度报告.pdf,五矿新能源材料（湖南）股份有限公司,五矿新能,688779,五矿新能源材料（湖南）股份有限公司2025年第三季度报告,2025-10-23,亏损,未找到,未找到,未找到,未找到,"5,054,402,708.20","3,773,132,152.18",33.96,"-20,102,241.41","-172,465,635.37",88.34,"-55,142,328.14","-31,892,328.14",73.50,"14,120,825,517.54","12,849,951,306.75",9.89,"7,022,486,502.13","7,042,583,763.45",-0.29,"420,957,023.67","-434,129,511.19",196.97,-0.01,-0.09,88.89,-0.29,-2.44,增加2.02个百分点,50.27%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,12,9355,"-20,102,241.41","-172,465,635.37",未找到,未找到,未找到,"7,098,339,015.41","14,120,825,517.54",未找到,未找到,未找到
146006264_2025-10-23_四川东材科技集团股份有限公司2025年第三季度报告.pdf,四川东材科技集团股份有限公司,东材科技,601208,四川东材科技集团股份有限公司2025年第三季度报告,2025-10-24,同比增长,未找到,未找到,未找到,未找到,"1,371,665,912.92",未找到,22.12,"92,621,094.70",未找到,21.27,"73,448,671.66",未找到,44.61,"11,216,375,728.42","10,443,446,379.14",7.40,"6,021,281,051.58","4,541,883,313.72",32.57,不适用,不适用,不适用,0.10,未找到,25,1.87,未找到,增加0.18个百分点,45.35%,重要内容提示;一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,11,9651,"271,892,675.72","222,533,350.26",未找到,未找到,未找到,"5,086,829,216.17","11,216,375,728.42",未找到,未找到,未找到
